epoch,score,lr,seconds,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_pearson,train_ccc,train_loss,train_cls,train_reg,train_rec,train_distill,valid_clean_accuracy,valid_clean_macro_f1,valid_clean_weighted_f1,valid_clean_mae,valid_clean_pearson,valid_clean_ccc,valid_clean_loss,valid_clean_cls,valid_clean_reg,valid_clean_rec,valid_clean_distill,valid_missing_accuracy,valid_missing_macro_f1,valid_missing_weighted_f1,valid_missing_mae,valid_missing_pearson,valid_missing_ccc,valid_missing_loss,valid_missing_cls,valid_missing_reg,valid_missing_rec,valid_missing_distill
1,0.6599642074159935,0.001,7.9,0.525478645066274,0.49805582920359903,0.5335051031433957,0.7481698393821716,0.46428103602046955,0.3504955612184766,2.1691996077199045,0.969507721334213,0.3982691751422692,1.8217964800187167,0.4540183237478115,0.5989010989010989,0.6017015969914427,0.6113647272552939,0.6133540868759155,0.6562493398248823,0.5699949124432925,1.0207179234578059,0.8796896037164625,0.2820566362077063,0.0,0.0,0.5851648351648352,0.5882300974304608,0.5985211309211764,0.6183061003684998,0.6499836020504163,0.5585929909644826,2.473154115152883,0.8848027259438902,0.2867101643766676,4.816654215802203,0.0
2,0.6480959343563995,0.001,7.1,0.6135493372606775,0.6077204380280709,0.626780058127178,0.642091691493988,0.6585996989974295,0.552298658705661,1.357465623334511,0.8305668931295314,0.3113265106534045,0.7252967561643148,0.15364644716827086,0.5865384615384616,0.5842727600462082,0.5911602789582903,0.5953778028488159,0.658613725140778,0.5354301652260454,1.003962638613942,0.8648658348963811,0.27819357894279145,0.0,0.0,0.5837912087912088,0.5823603793720294,0.5878653932342852,0.5999555587768555,0.6477936464728057,0.5256560803697592,2.458799645140931,0.8759370400355413,0.2824690017726395,4.805426796714028,0.0
3,0.6579428322701836,0.001,7.7,0.6456553755522828,0.6390006478143658,0.6568351332784407,0.6152628660202026,0.6960620691910329,0.5916586692651603,1.1806495012696256,0.7733919042901894,0.2905530626889708,0.5028587396436306,0.11112342947361571,0.5961538461538461,0.5929262986741731,0.6057806491857767,0.5888420343399048,0.6617699246856746,0.5973158025276091,0.9947375661724216,0.8603038997440547,0.2688673256517767,0.0,0.0,0.5947802197802198,0.5923501342708982,0.6040583890563245,0.5944883823394775,0.6530461579764791,0.581494104189731,2.300561467369834,0.8634368914824265,0.27384316462736863,4.334009815048385,0.0
4,0.6923588274535175,0.001,6.2,0.671281296023564,0.6616693647234704,0.6801462112956275,0.6054571270942688,0.7188015737052312,0.6123682798584749,1.1170092658371567,0.7403466690798045,0.2800168800687579,0.4688948261018003,0.09598570038977358,0.6332417582417582,0.6246578268145498,0.6403738589170729,0.5923128128051758,0.662030762686116,0.6022163737259515,0.9895951918193272,0.8550032259343745,0.2691839242374504,0.0,0.0,0.6373626373626373,0.6290044980173043,0.6439276581708768,0.5955292582511902,0.655276650375905,0.5901824397265198,2.168382854252071,0.8591769376953879,0.27281062059350064,3.909335191433246,0.0
5,0.6792311051614581,0.001,6.0,0.688659793814433,0.6778700859498527,0.6971011681069521,0.5856510996818542,0.7376861021695509,0.6336780339532961,1.0670272250765378,0.7197971500423415,0.2665175719140029,0.4331235329558818,0.08403421899904559,0.6236263736263736,0.6113131991811397,0.6297984643167897,0.6047371029853821,0.6587477454530606,0.5711344535182888,1.005559633066366,0.8670138408849527,0.27709157584787725,0.0,0.0,0.6263736263736264,0.6160724391624223,0.6331153566297878,0.6050089597702026,0.6553828598967715,0.5654389542803514,2.178168307293902,0.8730623224279382,0.2784656790586618,3.886243610591679,0.0
6,0.6777465842995949,0.001,9.0,0.7039764359351989,0.695298385041811,0.7119157952583686,0.5772383213043213,0.7462644896980758,0.6401258280235813,1.0373208665882891,0.6872820827237637,0.26169969745869137,0.42453276228834497,0.09182909751456335,0.6153846153846154,0.614864118126642,0.6253956116127735,0.5980575084686279,0.667438074376321,0.5557735359632794,0.99288803928501,0.8545994876505254,0.2765771045789614,0.0,0.0,0.6085164835164835,0.6089340213235622,0.6187777868460829,0.6042914986610413,0.6584751457449278,0.5365635211922063,2.0768076875707604,0.8594430488544506,0.28215820710737627,3.5876181728237277,0.0
7,0.6763727246234758,0.0005,6.8,0.7219440353460972,0.7124808554120178,0.7289758302770398,0.568996787071228,0.7584827976375687,0.6507126540286217,1.0056837911107228,0.6600902368727418,0.25653796551504965,0.4245940377241733,0.08994634797102573,0.6291208791208791,0.6145429619457311,0.6327945855618994,0.5826870203018188,0.6793238778063498,0.6034533504235322,0.9861917246829023,0.8527596664952708,0.26686414028262045,0.0,0.0,0.6195054945054945,0.6049184808102562,0.623220432817956,0.5902798175811768,0.6664200324548207,0.5855323228288788,2.061510893014761,0.8611794500560551,0.2729332237453251,3.5462159507877224,0.0
8,0.6722963859223425,0.0005,6.4,0.7460972017673049,0.7388900617884855,0.7521196829998648,0.5512354373931885,0.7744001793818501,0.668235396655228,0.9571853364163541,0.6231905909894316,0.2449547192309496,0.3954501322864257,0.09288234521521033,0.6112637362637363,0.6053407651741849,0.6196874110306544,0.5916372537612915,0.6756146053447892,0.5806204123707354,1.0057214957017164,0.8701445440669636,0.27115390654448623,0.0,0.0,0.6112637362637363,0.6057718204793238,0.6193240807372219,0.5951786041259766,0.6674009309558818,0.5673871542055627,2.071190928364848,0.871454825768104,0.27519379769052776,3.5404638877281775,0.0
9,0.676649597697613,0.0005,7.4,0.7611192930780559,0.7534717566728739,0.7660087701543785,0.55040442943573,0.774215518556275,0.6662500775040263,0.9308168046779941,0.6009855553749208,0.24521548794980252,0.3814064236294714,0.0928015732800311,0.6263736263736264,0.6119275672249116,0.6306121363724898,0.5931462645530701,0.6723567604850249,0.5960552547820872,1.002442187005347,0.8666317436721299,0.27162088994141464,0.0,0.0,0.6208791208791209,0.6088927505747611,0.6259847569865835,0.5959296822547913,0.6623943879777672,0.5839820072883304,2.107611540909652,0.8687370530851595,0.274225115776062,3.6725395747593472,0.0
10,0.6580809929007185,0.00025,6.8,0.7802650957290133,0.7733916879305962,0.7846332432849503,0.5396444797515869,0.7860445293633177,0.6783269628254247,0.9086969660729477,0.5706921570957673,0.23770968004161375,0.3864209003757482,0.10322369479729256,0.6167582417582418,0.5980601880922226,0.6174785595130207,0.6012653112411499,0.6657519648948516,0.5949315752973093,1.0361256520826738,0.8987480899789831,0.2747551481147389,0.0,0.0,0.6043956043956044,0.5864616057568818,0.605681287101311,0.6027830243110657,0.6582009597616632,0.5859894353066132,2.1298902139558895,0.9002281532182799,0.2764778890452542,3.638076881785969,0.0
