epoch,score,lr,seconds,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_pearson,train_ccc,train_loss,train_cls,train_reg,train_rec,train_distill,valid_clean_accuracy,valid_clean_macro_f1,valid_clean_weighted_f1,valid_clean_mae,valid_clean_pearson,valid_clean_ccc,valid_clean_loss,valid_clean_cls,valid_clean_reg,valid_clean_rec,valid_clean_distill,valid_missing_accuracy,valid_missing_macro_f1,valid_missing_weighted_f1,valid_missing_mae,valid_missing_pearson,valid_missing_ccc,valid_missing_loss,valid_missing_cls,valid_missing_reg,valid_missing_rec,valid_missing_distill
1,0.6026752332906511,0.001,8.1,0.5036818851251841,0.45407291121576837,0.49976711835748233,0.7877746820449829,0.37427342938314445,0.2766843976727854,2.5700745312208984,1.0213969006102988,0.43319744275710015,2.107518109762616,0.6998234373216952,0.5824175824175825,0.5411794338023846,0.5774261020410363,0.6548082232475281,0.6121353920156551,0.5507476860351586,1.0978857082325024,0.9429124822983375,0.30994641813603074,0.0,0.0,0.5714285714285714,0.5434530006085431,0.5755001147723713,0.64516681432724,0.6035901608518719,0.5288865430649504,2.7136667796543668,0.9370141966002328,0.30748037617285173,5.409707713913131,0.0
2,0.6496160143608629,0.001,7.5,0.6055964653902798,0.5923540197288766,0.619797472983188,0.6420716047286987,0.649847467898378,0.5868235342510542,1.6068912966086342,0.8537388474210021,0.30995806734762066,1.3913738193146785,0.18076125529645468,0.603021978021978,0.5941568201105829,0.6082910524923654,0.5951892733573914,0.6567425552216425,0.6354425457532031,1.0083139152317258,0.8712256950336498,0.27417643515618295,0.0,0.0,0.5824175824175825,0.575922199098156,0.5883271282656365,0.6008078455924988,0.6457650475649342,0.6175557523699406,2.2454519219450897,0.8795681504102854,0.2797047466367156,4.086771074232164,0.0
3,0.6420997818176924,0.001,7.8,0.6377025036818851,0.6279249600833321,0.6502381508219431,0.6011298894882202,0.6969501292276041,0.6414542576184622,1.4037610615476066,0.8008287203680609,0.27955251644215984,1.1279307250246209,0.12477685501895,0.5755494505494505,0.5784758373399111,0.5876546243045973,0.5822250843048096,0.6646113746590591,0.6292616631344249,0.9897890575639494,0.8575980191702371,0.26438207613242853,0.0,0.0,0.5714285714285714,0.5755299159297849,0.5828347432390397,0.5908722281455994,0.6509690518284442,0.6062162027646284,2.2623282002878713,0.8672981347356524,0.27180349826812744,4.197094257061298,0.0
4,0.6751763734313698,0.001,6.3,0.6577319587628866,0.646431763389996,0.6685775564546603,0.5870271921157837,0.7109670893534663,0.657582395206647,1.298222095625741,0.767276042146781,0.26993954836532186,0.9542878839509652,0.10968989416002262,0.6167582417582418,0.6100158624086421,0.6273188644546142,0.5855423808097839,0.6701570848646625,0.6380359917780904,0.9839023548168141,0.850276136136317,0.26725240461118926,0.0,0.0,0.6167582417582418,0.6099317057939372,0.6270471445776762,0.5973801016807556,0.6520258933008017,0.617980698859028,2.3124099170768653,0.8618424233499464,0.27704992464610506,4.373475011888441,0.0
5,0.6736543831985077,0.001,6.2,0.6721649484536083,0.6608576264170685,0.6823915754067729,0.5758369565010071,0.7275680762734543,0.6729189192572926,1.2289766813588598,0.7422595419132306,0.2608663892930316,0.8320199433982987,0.10667794961509719,0.6263736263736264,0.6121130243105873,0.6323767851280022,0.5856974124908447,0.6705813051623275,0.6162795124821236,0.9860673291342599,0.8542897655413701,0.2635551379932152,0.0,0.0,0.6208791208791209,0.6049003630863314,0.6265293994306206,0.596499502658844,0.651476895000483,0.5882471602857379,2.2413064516507664,0.8660824613256769,0.27411511769661534,4.1272210498432536,0.0
6,0.6738596828981563,0.001,7.1,0.6933726067746686,0.681120331861177,0.7034628056881979,0.5534337162971497,0.7475798393838508,0.694537311291186,1.1627013049525963,0.7118957443598971,0.24640868142005798,0.7767583627588444,0.09457369484501138,0.6153846153846154,0.609922811543401,0.6239780939415809,0.5774473547935486,0.6685619095459627,0.6213037500770282,0.9841136395276248,0.8521100891815437,0.2640071039671426,0.0,0.0,0.6126373626373627,0.6074429796264511,0.6220418432922542,0.5877685546875,0.6517678731323028,0.6026093246554066,2.1403677751729777,0.860773694384229,0.2720269439639626,3.8119350789667488,0.0
7,0.6693062743969264,0.0005,6.7,0.7036818851251841,0.6931615928692708,0.712414559437913,0.5469653606414795,0.7562354219593567,0.7021066334728228,1.1268478377929316,0.6916244628766499,0.24076254108429657,0.7313582644722423,0.0954346112720394,0.6126373626373627,0.6020681605975723,0.6182106304060085,0.5889712572097778,0.6584838816817193,0.6107380542632013,0.9943617005924602,0.8596893444166078,0.2693447221766461,0.0,0.0,0.6181318681318682,0.6077568753266008,0.6240238443790341,0.598137378692627,0.643937564348398,0.5951238009863872,2.161367408521883,0.8689720394847157,0.27722023607610347,3.8459509021633274,0.0
8,0.6811902991479158,0.0005,6.6,0.7363770250368189,0.7252695989615324,0.7430358776911846,0.533226490020752,0.7687872390794563,0.7160120762773647,1.0710377671932787,0.6474039742802661,0.23168215349601892,0.710891219618043,0.09452534151402067,0.6277472527472527,0.6187807671725527,0.6357754726625141,0.5774374008178711,0.6708597661784906,0.6151781970187253,0.973272809615502,0.8429730416654231,0.26059953229767935,0.0,0.0,0.6208791208791209,0.6124838140404915,0.6285930114815798,0.5867071151733398,0.6555800854139371,0.5956630251407928,2.0854874024024377,0.8518721055198502,0.2687361793858664,3.6641570316566217,0.0
9,0.6773204349453011,0.0005,7.3,0.7493372606774669,0.7395827151260552,0.7552366844687085,0.5246804356575012,0.7779419620223409,0.7239377046653275,1.0503573628693863,0.6305717684207854,0.2258914058004809,0.6897679113499019,0.09990950287573468,0.6236263736263736,0.6133446565222548,0.6309216208465258,0.5750104188919067,0.672128299262948,0.62223615557477,0.9772873134403438,0.8478619606940301,0.2588506838777563,0.0,0.0,0.6195054945054945,0.6104441565112535,0.6273634430214002,0.5860929489135742,0.6542602842854692,0.5998994434681856,2.1199060796381355,0.8584151451404278,0.2684839046918429,3.7574963988838617,0.0
10,0.6851076516758318,0.0005,7.9,0.7655375552282768,0.7552239127230148,0.7709875513483802,0.5179831385612488,0.7826290946740982,0.729649439126999,1.0194036673200324,0.6066326558151021,0.22216330579316054,0.6689446991603047,0.10100593546265531,0.6387362637362637,0.6256424397426955,0.6420222894752307,0.577540397644043,0.6703557659770282,0.6341457426694435,0.9870357421728281,0.8563299362476056,0.26141160300799776,0.0,0.0,0.6222527472527473,0.6134834688507119,0.627310610584876,0.5867408514022827,0.65544697379128,0.6164367956453557,2.1242110414819404,0.8650668545083685,0.26965388622912734,3.747723946204552,0.0
11,0.675487904563674,0.0005,6.8,0.7885125184094256,0.7801299824955374,0.7926894406359147,0.5088552832603455,0.7891664567132051,0.7338633233417738,1.0019082128387136,0.5762240302931402,0.21720958472351615,0.6670102244712116,0.11697630873814072,0.6291208791208791,0.6149936256553904,0.6316064739505269,0.5784120559692383,0.6657280095453959,0.6269925615757677,0.9930692714649242,0.861670610668895,0.26279732748702334,0.0,0.0,0.6195054945054945,0.6062423211257494,0.6229196430485516,0.5903968214988708,0.6486993117310417,0.6096273632278892,2.1350674210013922,0.8748757328305926,0.2723818640787523,3.7466690697512783,0.0
12,0.6773193368623638,0.0005,6.8,0.8076583210603829,0.8003450337449852,0.8106069057656656,0.5065715312957764,0.7871262002433371,0.733506690508257,0.9906471101454677,0.5504950324460227,0.2167438550241873,0.6929617253599883,0.12389161674544456,0.6208791208791209,0.6104330779229898,0.625129895466324,0.5726499557495117,0.6711379815867714,0.614755186425837,0.9865018325847584,0.8558436894154811,0.2613162555537381,0.0,0.0,0.6222527472527473,0.6130420003252522,0.627393191327159,0.5823916792869568,0.6558179773824265,0.5986779892782828,2.1074629091954495,0.8668302585790445,0.26929586536281713,3.6866156321305494,0.0
