epoch,score,lr,seconds,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_pearson,train_ccc,train_loss,train_cls,train_reg,train_rec,train_distill,valid_clean_accuracy,valid_clean_macro_f1,valid_clean_weighted_f1,valid_clean_mae,valid_clean_pearson,valid_clean_ccc,valid_clean_loss,valid_clean_cls,valid_clean_reg,valid_clean_rec,valid_clean_distill,valid_missing_accuracy,valid_missing_macro_f1,valid_missing_weighted_f1,valid_missing_mae,valid_missing_pearson,valid_missing_ccc,valid_missing_loss,valid_missing_cls,valid_missing_reg,valid_missing_rec,valid_missing_distill
1,0.6338474749176578,0.001,5.1,0.48306332842415317,0.4685108309995824,0.49371548073559063,0.7872740030288696,0.38350883275154524,0.30139816255815316,1.2383656876603353,1.023384353636993,0.4299626685920362,0.0,0.0,0.5837912087912088,0.5814656858759653,0.5912375473979358,0.6586305499076843,0.6183334522243628,0.5809231453147996,1.0481089314261636,0.8879798303593646,0.3202582040985862,0.0,0.0,0.5673076923076923,0.5664363736274268,0.5770417361319882,0.66764897108078,0.5989644516596169,0.5613113909032423,1.0671037763029665,0.9032142574970539,0.3277790235294091,0.0,0.0
2,0.6270129578748095,0.001,4.4,0.6,0.5890177884306244,0.6148979682699268,0.6544639468193054,0.6402472349750332,0.6040868583274878,1.0147255899453198,0.8554683089607419,0.31851455267293816,0.0,0.0,0.5755494505494505,0.5708994502347103,0.590960625204019,0.6007694602012634,0.658507927738617,0.5601492307538206,1.0283768727229192,0.8902524408403334,0.2762488644201677,0.0,0.0,0.5604395604395604,0.5555305404028724,0.5745822153500937,0.6103394031524658,0.6379796255601812,0.5371289015885662,1.0465684434869786,0.9042283440684225,0.2846802093170501,0.0,0.0
3,0.6660517056916143,0.001,4.3,0.6400589101620029,0.6313218152200383,0.6530936709878011,0.6087547540664673,0.6829715749714822,0.6453455205905779,0.9245909698581836,0.7814609167414316,0.2862600989036251,0.0,0.0,0.6167582417582418,0.6092164544035162,0.6239537698841106,0.5988779664039612,0.664162009604633,0.6520266443094528,1.016094643991072,0.8776194813487294,0.27695033248964246,0.0,0.0,0.6016483516483516,0.5930559671113409,0.6100494015251187,0.60225909948349,0.6491549493418582,0.6333768668869673,1.0228493580451379,0.8820469078126845,0.28160490341238925,0.0,0.0
4,0.6519971845446678,0.001,4.4,0.6659793814432989,0.655167883688189,0.6774473035500189,0.5686260461807251,0.7325885672985609,0.7047001908861225,0.8608101087483812,0.7341634843328388,0.2532932614915852,0.0,0.0,0.6236263736263736,0.5966415154156215,0.6235773506770471,0.6331581473350525,0.655634329030879,0.6179020862786947,1.1373292902013759,0.9886607835581015,0.29733700837407795,0.0,0.0,0.6071428571428571,0.5817870234984435,0.6083798268687376,0.6505441069602966,0.6278291508763529,0.5859046155654861,1.1726311851333786,1.0178831776419839,0.3094959992628831,0.0,0.0
5,0.6411758446908035,0.001,4.3,0.6945508100147275,0.6848928122661442,0.7041505601373279,0.5564820766448975,0.740578355676562,0.7179875191400128,0.7996469326854981,0.6762222137823372,0.24684943333816808,0.0,0.0,0.6002747252747253,0.586159359823886,0.6080116384003035,0.6015158891677856,0.6390920883618295,0.5938401007314724,1.0560541375652774,0.9158394153301532,0.2804294438152523,0.0,0.0,0.5879120879120879,0.5733759514517262,0.5951621361725223,0.616549551486969,0.6140818905299735,0.5640807106086857,1.0806822514795995,0.9351650253757016,0.29103448823258116,0.0,0.0
6,0.6415238275116304,0.0005,4.3,0.738438880706922,0.7306538399029355,0.747065953533389,0.533433735370636,0.7678351445488382,0.7428726679938251,0.7314886656179695,0.6175776935466435,0.22782194980684892,0.0,0.0,0.5934065934065934,0.5871286639459525,0.6022971683737973,0.6057735085487366,0.6328471181776065,0.5984626213246336,1.0974185257167606,0.9558013088100559,0.2832344521533002,0.0,0.0,0.5824175824175825,0.5752982534298108,0.5918031279263309,0.622533917427063,0.6031036882374872,0.5630561954005591,1.1282346039027957,0.9801526213740255,0.29616395326761097,0.0,0.0
7,0.6303221256348126,0.0005,4.4,0.7858615611192931,0.77925638363974,0.7921815389896376,0.5015683174133301,0.7981460957101567,0.7819838449932582,0.6237739067892263,0.5214592458573286,0.2046293181066836,0.0,0.0,0.5796703296703297,0.577348119746745,0.5881734640279291,0.6080482006072998,0.601883789762553,0.5733820749477668,1.205215307382437,1.0585147024510981,0.29340122853006634,0.0,0.0,0.570054945054945,0.5678773287605764,0.5792892089613637,0.6238013505935669,0.5770940138115194,0.5449544579357183,1.2265235827519343,1.0737007332372142,0.30564568789450675,0.0,0.0
