epoch,score,lr,seconds,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_pearson,train_ccc,train_loss,train_cls,train_reg,train_rec,train_distill,valid_clean_accuracy,valid_clean_macro_f1,valid_clean_weighted_f1,valid_clean_mae,valid_clean_pearson,valid_clean_ccc,valid_clean_loss,valid_clean_cls,valid_clean_reg,valid_clean_rec,valid_clean_distill,valid_missing_accuracy,valid_missing_macro_f1,valid_missing_weighted_f1,valid_missing_mae,valid_missing_pearson,valid_missing_ccc,valid_missing_loss,valid_missing_cls,valid_missing_reg,valid_missing_rec,valid_missing_distill
1,0.5846020578863323,0.001,5.5,0.442120765832106,0.4292278483536776,0.45178078791141524,0.8152381777763367,0.328107457682437,0.26487110037801703,1.257363252822359,1.0308858472574092,0.4529548021935925,0.0,0.0,0.5343406593406593,0.5222788656457994,0.5288524394270631,0.7365137338638306,0.5938019922257873,0.5162776966764856,1.1382186373511514,0.9487803139529385,0.3788766284565349,0.0,0.0,0.5412087912087912,0.5299601420291076,0.5361019212146533,0.747411847114563,0.5848255404887877,0.5061623668983697,1.1512815022206568,0.9577801181719854,0.3870027779222845,0.0,0.0
2,0.6699847169387054,0.001,5.3,0.5946980854197349,0.5833332492737789,0.6085901217168466,0.653813362121582,0.6370274323877695,0.5929642825213604,1.0078407678758623,0.8493775287503171,0.31692647847932637,0.0,0.0,0.6222527472527473,0.6163450738352859,0.6306365237363835,0.5709030628204346,0.6752848724355877,0.6265210345424722,0.9699103465447059,0.8411873991672809,0.2574458777249514,0.0,0.0,0.5989010989010989,0.5931707898068738,0.6081291182184418,0.5851547122001648,0.6522678511762554,0.6022381581413478,0.9889487146021245,0.8540392393594259,0.2698189622753269,0.0,0.0
3,0.649957063445922,0.001,4.6,0.6577319587628866,0.6494312082801291,0.6693789126149876,0.5964953303337097,0.7081614673263299,0.6818559788097076,0.9022666916141454,0.7658234689039053,0.27288645158723457,0.0,0.0,0.5865384615384616,0.5880753592090106,0.59200584824967,0.6218836903572083,0.6505973649725662,0.566072594796347,1.0378152289233364,0.8883477770365201,0.2989349004986522,0.0,0.0,0.5837912087912088,0.5854561918110402,0.5877650929993902,0.6338104009628296,0.6319128793589658,0.5443592872056179,1.057550970014635,0.9026253190669384,0.3098513058253697,0.0,0.0
4,0.6532298895686189,0.001,4.6,0.6969072164948453,0.6879140300531937,0.707181745737867,0.5586888790130615,0.7439984417176565,0.7180461646243719,0.8094482211195844,0.6861990670919067,0.24649830665082748,0.0,0.0,0.6195054945054945,0.5926719922550542,0.6152920393104125,0.5929278135299683,0.6696527225358248,0.623593092023345,1.000111127947713,0.8652639585536915,0.2696943374780508,0.0,0.0,0.6098901098901099,0.5852463023045154,0.6082484373157725,0.608307957649231,0.6427074228883412,0.5963321618082027,1.0247881019508445,0.8838489356931749,0.28187832629287635,0.0,0.0
5,0.6550229110151184,0.0005,4.4,0.7402061855670103,0.729091692287502,0.747937406135688,0.5261184573173523,0.7804458324457054,0.7656888990326848,0.7090279852650478,0.5984472887170815,0.22116139562737433,0.0,0.0,0.6112637362637363,0.5961947552124668,0.6155732864003621,0.6183551549911499,0.6270612825647817,0.6172546477620791,1.267434720154647,1.1202149247075175,0.29443955421447754,0.0,0.0,0.6071428571428571,0.5927542841145056,0.6119398397800044,0.6282168626785278,0.6054839135163222,0.5939305448815845,1.2778171392587514,1.1262054993556097,0.30322325557142826,0.0,0.0
