epoch,score,lr,seconds,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_pearson,train_ccc,train_loss,train_cls,train_reg,train_rec,train_distill,valid_clean_accuracy,valid_clean_macro_f1,valid_clean_weighted_f1,valid_clean_mae,valid_clean_pearson,valid_clean_ccc,valid_clean_loss,valid_clean_cls,valid_clean_reg,valid_clean_rec,valid_clean_distill,valid_missing_accuracy,valid_missing_macro_f1,valid_missing_weighted_f1,valid_missing_mae,valid_missing_pearson,valid_missing_ccc,valid_missing_loss,valid_missing_cls,valid_missing_reg,valid_missing_rec,valid_missing_distill
1,0.5780307374451071,0.001,6.4,0.5354933726067747,0.44577086800230736,0.5055233498705728,0.7857569456100464,0.42631575108998915,0.3686473557900624,2.890366997950558,1.0214036698896158,0.4253345179101329,2.2527755998546843,0.9804633514124445,0.6016483516483516,0.5118904423241825,0.5598412153414769,0.7741934061050415,0.5927040365812166,0.571231109481069,1.2876074536816104,1.0868620571199354,0.4014907986908169,0.0,0.0,0.6071428571428571,0.5258671936013933,0.5704894935188979,0.7489261627197266,0.5915191948231923,0.5712261319162075,2.332102358996213,1.059626008128072,0.3863652188044328,3.597645539503831,0.0
2,0.660606653975375,0.001,5.6,0.6288659793814433,0.5934899507114897,0.6326945137107981,0.6250960826873779,0.6801077356046353,0.6568492443776868,1.7119383104068717,0.8480752532190707,0.29386023789238247,1.3325951139775924,0.317154390317702,0.6071428571428571,0.592980267610542,0.6134120763438916,0.6193694472312927,0.6537163682476964,0.6451678804085796,1.0317577975136893,0.8853985568979285,0.292718469441592,0.0,0.0,0.6167582417582418,0.5982300057451114,0.6200266772478401,0.6149193048477173,0.6500151729754818,0.6385909800196391,2.0177759600209666,0.8883670306467748,0.2901396584379804,3.281130185494056,0.0
3,0.6946060428789382,0.001,6.0,0.6650957290132548,0.6377141403700916,0.6701246300718365,0.6079630851745605,0.6990991116219194,0.6796605494236615,1.4895846687114642,0.7887316986808721,0.28060570158207016,1.1725678210054828,0.20877975875042676,0.6456043956043956,0.6343202516973009,0.6490913640093968,0.598560094833374,0.6688274223642359,0.656901323928004,1.0090496684168722,0.8694410572995196,0.27921723828210937,0.0,0.0,0.6332417582417582,0.6233628502326493,0.6383672850662051,0.5980015993118286,0.6576449191396317,0.6445728269078951,2.1204062398973402,0.8767697640827724,0.280151238153269,3.6785359670827678,0.0
4,0.6797974623191667,0.001,6.2,0.7030927835051546,0.6818276748902772,0.7076352722366268,0.5809134244918823,0.7287290223835683,0.7111905430683294,1.3508288582224557,0.7327496209797698,0.26004032788466286,1.0661683137093798,0.16820856645286347,0.6291208791208791,0.6151835618977795,0.6323909787100214,0.5925560593605042,0.6620629262821878,0.6441094230863623,1.012094653569735,0.8756327367090917,0.27292380883143497,0.0,0.0,0.6263736263736264,0.6132967667419421,0.6305522766401351,0.5911064743995667,0.65557297999306,0.6329729716128221,2.0712378313253215,0.8697868310488187,0.2730676584191375,3.5497237745222154,0.0
5,0.6836976872426461,0.001,6.0,0.7042709867452136,0.6831335539984346,0.7090399787899508,0.5611491203308105,0.7458856916495638,0.7273946354861887,1.286275277397594,0.7100669165598626,0.24563840351153896,0.9981943012688402,0.1539308567439509,0.6346153846153846,0.6195726495726496,0.6378775711468019,0.580825686454773,0.6765869115228911,0.6507398114845767,0.9994340480028928,0.8676481731645354,0.26357172380436905,0.0,0.0,0.6291208791208791,0.614601429191095,0.6334660659454406,0.578783392906189,0.666106478607739,0.6352112932848671,2.0519533917144104,0.8632484215956467,0.2649304552392645,3.520798934685005,0.0
6,0.6860829489653367,0.0005,5.8,0.7360824742268042,0.7175800794095325,0.740540945721005,0.5500941872596741,0.7575400822470114,0.7392169715359825,1.198041003336787,0.6760071204231836,0.23630210934577178,0.8764398798851272,0.14095084175621111,0.6318681318681318,0.6164443061394788,0.6348757461449653,0.6045888662338257,0.667997907384007,0.6538550354258414,1.0380801054147573,0.898961956684406,0.27823628043080423,0.0,0.0,0.6387362637362637,0.6230254951853516,0.6421073949250868,0.5988216996192932,0.6634804830292158,0.6481542710927911,2.040971355123834,0.8952386549540928,0.2759553429844615,3.3591833140823866,0.0
7,0.6798598791424872,0.0005,6.2,0.7578792341678939,0.7419127912222021,0.7616933164127754,0.5346022248268127,0.7741745308964134,0.757566610941297,1.1087908848044798,0.6292058464265888,0.22539098205837654,0.8171091307947668,0.12175680335517836,0.6236263736263736,0.617046860899706,0.6315147353417567,0.5752120018005371,0.6821306110300411,0.6595493038648635,0.9925965267223317,0.8615918958580101,0.26200930102840886,0.0,0.0,0.6167582417582418,0.608509873936646,0.6244296179536699,0.5809405446052551,0.6708151172431136,0.6448634827099079,2.016175804557381,0.8667483775170295,0.2664652696022621,3.3873158601614146,0.0
8,0.6851288049219013,0.0005,6.3,0.770839469808542,0.756047888537618,0.7740303560443831,0.5230597257614136,0.784399745748739,0.7675897351457218,1.0819533287337673,0.5986220470408803,0.21759546491288648,0.8167519157168089,0.1295079557573497,0.6236263736263736,0.6169648910416076,0.6299585128729269,0.5773321390151978,0.685126238759433,0.6683642779592036,1.0009782746597962,0.8703514717437408,0.2612536140195616,0.0,0.0,0.625,0.6185761531697549,0.6309501846036144,0.5788537859916687,0.6735828281621997,0.6539164426472672,1.9661756662222056,0.8713075813356337,0.26443255013161965,3.2088391964252176,0.0
9,0.6670849793624856,0.00025,6.3,0.7899852724594992,0.775658813891727,0.7926401078009292,0.5143918991088867,0.788310691738418,0.7708783696796939,1.057044504036433,0.5805504057825226,0.21322856568765658,0.795249998938177,0.13130480714679993,0.625,0.6020060008031577,0.622682053815382,0.6056002378463745,0.6691182845806238,0.6578380885974564,1.060193615955311,0.9206219701976567,0.2791432866028377,0.0,0.0,0.6236263736263736,0.5998923153502181,0.6210440083855296,0.6040083765983582,0.6613582128579769,0.6485899573585476,2.0185242013616875,0.9199450382819543,0.27951418305491355,3.1960735635443047,0.0
