epoch,score,lr,seconds,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_pearson,train_ccc,train_loss,train_cls,train_reg,train_rec,train_distill,valid_clean_accuracy,valid_clean_macro_f1,valid_clean_weighted_f1,valid_clean_mae,valid_clean_pearson,valid_clean_ccc,valid_clean_loss,valid_clean_cls,valid_clean_reg,valid_clean_rec,valid_clean_distill,valid_missing_accuracy,valid_missing_macro_f1,valid_missing_weighted_f1,valid_missing_mae,valid_missing_pearson,valid_missing_ccc,valid_missing_loss,valid_missing_cls,valid_missing_reg,valid_missing_rec,valid_missing_distill
1,0.6099658724387428,0.001,7.5,0.5151693667157584,0.4757782034454265,0.5156228203751224,0.7693328261375427,0.4321570578151829,0.355585441802671,2.92957809564818,1.0002184803075047,0.4142199300723329,2.4357246750759973,0.9915322189302964,0.5604395604395604,0.5600194002391027,0.5729851178823538,0.644026517868042,0.6153948404914578,0.6047709838722328,1.0764221031587202,0.9183566111784714,0.3161309702055795,0.0,0.0,0.5398351648351648,0.5394275726382699,0.553448736066954,0.6474200487136841,0.6024238600005654,0.5888237378206181,2.239143423981719,0.9281787453116951,0.3166650094828763,3.842107096871177,0.0
2,0.6168468629650501,0.001,5.9,0.6017673048600883,0.5973410013458084,0.621118221768942,0.6255719065666199,0.6641839998256829,0.63357363661573,1.7715990628339404,0.8488309833894597,0.29884347810309836,1.4879348562462515,0.32696586663838867,0.5467032967032966,0.554012985774756,0.5589805059032181,0.577857494354248,0.6578467183793565,0.5934747386815302,1.0121672873968606,0.8773305232708271,0.26967351580714133,0.0,0.0,0.5494505494505495,0.5537765380155278,0.5613580617883149,0.5861561298370361,0.6295210106990816,0.5588341605436417,2.2505451244312327,0.8915055047024737,0.2790541377041366,4.065041720212161,0.0
3,0.6524052850110952,0.001,5.9,0.6288659793814433,0.6247850473633318,0.6460426154661516,0.5987089276313782,0.6964663618264828,0.6680535401517423,1.5387049325962656,0.8025632749249904,0.2791054053448788,1.1693500025107337,0.24578394337237672,0.592032967032967,0.5932943002179347,0.6014423843743905,0.6021378040313721,0.6475647206616697,0.6312956618461887,1.0365910215692207,0.8925103525539021,0.2881613160882677,0.0,0.0,0.5851648351648352,0.5855832791144593,0.5940182735098738,0.6091330647468567,0.6296649534489818,0.6069917810631772,2.216630534811334,0.8948973941278981,0.2933407825428051,3.9168755195953033,0.0
4,0.6600035886708214,0.001,5.8,0.6391752577319587,0.6292571912495482,0.652861560074516,0.5812353491783142,0.7184317791796987,0.6927993699991312,1.413349837301757,0.7678836656073231,0.2641031289662458,1.080312336948378,0.189320883800074,0.6002747252747253,0.59679021265453,0.6088503705348084,0.6099581122398376,0.6596425448595236,0.642969913302084,1.0205760382033966,0.8762742569158365,0.28860355897264167,0.0,0.0,0.5989010989010989,0.5950574425379371,0.6083650718220895,0.6164196729660034,0.6407976107458786,0.6210761768993056,2.0707924392197157,0.8830139794192471,0.2947982739616226,3.467930725642613,0.0
5,0.6493773231960679,0.001,5.9,0.6739322533136967,0.6647071850249949,0.6863667665423153,0.5632999539375305,0.7378538270660134,0.7136130933577498,1.2905526881716565,0.7182169142457627,0.25074549629538156,0.953752857402779,0.16083713805903743,0.5837912087912088,0.5858075115518199,0.5954427486085846,0.5795891880989075,0.6669291739143012,0.637753862046769,1.008017748266786,0.8748085656008877,0.26641840528655836,0.0,0.0,0.5837912087912088,0.5835861204978969,0.594487641997633,0.5871728658676147,0.6468050717120946,0.6128654945440234,2.1209644773504235,0.8866575458547571,0.2738727557135152,3.657901797975813,0.0
6,0.6629225884724168,0.001,6.2,0.6868924889543446,0.6810007194902551,0.6988943052364937,0.5490300059318542,0.7496843109135535,0.724398972068963,1.2308488134783042,0.6941439340233978,0.24165489080201544,0.9108204482054675,0.14263128201108266,0.6016483516483516,0.5983944521767971,0.6117906686503312,0.5870615839958191,0.6703585031926423,0.6560887919102426,1.0168731147116357,0.8812742547674494,0.2711977306958083,0.0,0.0,0.6016483516483516,0.5965405652905653,0.6111485874535325,0.5954797863960266,0.654550797387357,0.6378727935360763,2.055191165798313,0.8894450965818468,0.2770787248244652,3.4240221112639038,0.0
7,0.6565776563803667,0.001,6.1,0.7019145802650957,0.6943460023521869,0.7127094328129087,0.5380696058273315,0.763911036161451,0.7409826202728411,1.1880113257926412,0.6660578519852066,0.23235603482277298,0.8601100837710328,0.14774242178242056,0.5989010989010989,0.5943503732792071,0.6087065882941421,0.6053091883659363,0.6457980179113398,0.6315169406357306,1.0354052231861994,0.8936344725745065,0.2835414979484055,0.0,0.0,0.6002747252747253,0.5926803333947978,0.6097665118894643,0.609629213809967,0.6306230304336429,0.6111222953677428,2.0986866374592203,0.9003170702483628,0.28775209679708375,3.514978275194273,0.0
8,0.6760944997727728,0.001,5.7,0.7169366715758468,0.7093268900299563,0.7268353405703643,0.5376725792884827,0.7626609498055233,0.7378294706993872,1.1792211923227043,0.6540482238395927,0.23367096816843844,0.8561327724376027,0.15149763842306713,0.6263736263736264,0.6166587329063528,0.6341059218823413,0.5795419812202454,0.66101573215348,0.6417636189893463,1.0207949365888322,0.8868410705210088,0.26790773279064306,0.0,0.0,0.6181318681318682,0.6059982745697031,0.6261381273626171,0.5847042798995972,0.6476599603474488,0.6244166084189928,2.134492570227319,0.8965246232001336,0.27225756415954006,3.6727970773047143,0.0
9,0.6606947899512141,0.001,6.2,0.7334315169366715,0.7263052102087907,0.7421824537275551,0.5176452994346619,0.7788375103980466,0.7545767516111472,1.111646038688862,0.6211163987291755,0.21979020704928132,0.8205913550636027,0.1344571166343998,0.6112637362637363,0.6105232271297694,0.6205814152125162,0.5991750955581665,0.6561103401162214,0.6400372818049621,1.038124455200447,0.899359235396752,0.2775304389523936,0.0,0.0,0.5865384615384616,0.5838683334506103,0.5962499103841962,0.6082487106323242,0.6349900966102425,0.6169480905045531,2.092500230768225,0.9146304824850061,0.2863659875078516,3.4489557166675944,0.0
10,0.6378939773681931,0.001,6.5,0.7428571428571429,0.737795867620954,0.751302211712144,0.5124983191490173,0.7832632496608136,0.7599811074424447,1.113124589110685,0.6025559172187884,0.21701023735336422,0.8414268787725333,0.1496354782067799,0.5782967032967034,0.5803630183998747,0.5910637844617703,0.584730327129364,0.6524559751008101,0.6081065760784774,1.024813249870971,0.8889595951352801,0.2717073048864092,0.0,0.0,0.5673076923076923,0.5680316901230893,0.5790985630099068,0.5909367799758911,0.6369662310671106,0.5884330096232006,2.0906938170338725,0.8978845955251338,0.2775804030371236,3.5133965880006226,0.0
